id_n,Year,rural_urban,region,Employment_Income,job_desc,job_category,employer_activity,employer_activity_code,employer_category,formal,weight
20019,2022,2. URBAN,14. ADDIS ABABA,12000.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,162.0854492
20020,2022,2. URBAN,14. ADDIS ABABA,44000.0,Construction work,"7. Craft And Related Trades Workers, Extraction and Building Trades Workers",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",3. GOVERNMENT,2. NO,122.0799561
20021,2022,2. URBAN,14. ADDIS ABABA,140000.0,Construction work,"7. Craft And Related Trades Workers, Extraction and Building Trades Workers",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,1. YES,122.0799561
20024,2022,2. URBAN,14. ADDIS ABABA,48000.0,Religious service,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Religious service,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",6. CHURCH / RELIGIOUS ORGANIZATION,2. NO,122.0799561
20029,2022,2. URBAN,14. ADDIS ABABA,72000.0,Messenger,"9. Elementary Occupations, Sales And Services Elementary Occupations",Bank Service,"9. TRANSPORT, STORAGE AND COMMUNICATIONS/LAND TRANSPORT; PEOPLE AND MERCHANDISE",1. PRIVATE COMPANY,1. YES,675.8336792
20031,2022,2. URBAN,14. ADDIS ABABA,12600.0,Administrator,"1. Legislators, Senior Government Officials and Managers",Government office,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",3. GOVERNMENT,1. YES,1109.858154
20032,2022,2. URBAN,14. ADDIS ABABA,36000.0,Secretary,"4. Clerks, Office clerks ",Public administration,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",3. GOVERNMENT,1. YES,1109.858154
20039,2022,2. URBAN,14. ADDIS ABABA,24000.0,Unskilled work- construction,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,984.1187134
20040,2022,2. URBAN,14. ADDIS ABABA,2400.0,Cleaning service,"9. Elementary Occupations, Sales And Services Elementary Occupations",Pension,17. EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES INCLUDING INTERNATIONAL ORGANIZATIONS AND NGOS,2. PRIVATE INDIVIDUAL,2. NO,984.1187134
20041,2022,2. URBAN,14. ADDIS ABABA,50400.0,Porter,"9. Elementary Occupations, Sales And Services Elementary Occupations",Agriculture,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),1. PRIVATE COMPANY,2. NO,984.1187134
20048,2022,2. URBAN,14. ADDIS ABABA,4500.0,Marketing,"4. Clerks, Office clerks ",Advertisement,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",2. PRIVATE INDIVIDUAL,1. YES,2588.707031
20049,2022,2. URBAN,14. ADDIS ABABA,19200.0,Teacher,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",2. PRIVATE INDIVIDUAL,1. YES,2588.707031
20054,2022,2. URBAN,14. ADDIS ABABA,12600.0,Teacher,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,750.9474487
20056,2022,2. URBAN,14. ADDIS ABABA,24000.0,Household chores,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,750.9474487
20059,2022,2. URBAN,14. ADDIS ABABA,36000.0,Welder,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",steel welding,3. MINING AND QUARRYING,2. PRIVATE INDIVIDUAL,1. YES,114.8907089
20061,2022,2. URBAN,14. ADDIS ABABA,4500.0,Household chores,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,114.8907089
20066,2022,2. URBAN,14. ADDIS ABABA,100800.0,Taxi transport,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,2. NO,2118.470459
20079,2022,2. URBAN,14. ADDIS ABABA,126000.0,Technician,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),3. GOVERNMENT,1. YES,120.7588501
20083,2022,2. URBAN,14. ADDIS ABABA,75600.0,Washing- clothes,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,14. HEALTH AND SOCIAL WORK,3. GOVERNMENT,2. NO,1742.546753
20084,2022,2. URBAN,14. ADDIS ABABA,19200.0,Guard,"9. Elementary Occupations, Sales And Services Elementary Occupations",Religious service,14. HEALTH AND SOCIAL WORK,6. CHURCH / RELIGIOUS ORGANIZATION,1. YES,1742.546753
20085,2022,2. URBAN,14. ADDIS ABABA,78000.0,Driver,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,2. NO,1792.1875
20091,2022,2. URBAN,14. ADDIS ABABA,16800.0,Porter,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Packaging,3. MINING AND QUARRYING,1. PRIVATE COMPANY,1. YES,1083.451782
20092,2022,2. URBAN,14. ADDIS ABABA,36000.0,Cashier,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Betting,8. HOTELS AND RESTAURANTS/ HOTELS (WITH HOTEL ROOMS); CAMPING SITES AND OTHER PROVISION OF SHORT-STAY ACCOMMODATION,2. PRIVATE INDIVIDUAL,1. YES,1083.451782
20099,2022,2. URBAN,14. ADDIS ABABA,12000.0,Governement employee,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,2. NO,3145.795898
20100,2022,2. URBAN,14. ADDIS ABABA,42000.0,Photographer,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Transport,13. EDUCATION,4. STATE-OWNED ENTERPRISE,1. YES,241.0184937
20106,2022,2. URBAN,14. ADDIS ABABA,268800.0,Construction work,"7. Craft And Related Trades Workers, Extraction and Building Trades Workers",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,124.44487
20112,2022,2. URBAN,14. ADDIS ABABA,84000.0,Machine operator,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Tyre manufacturing,3. MINING AND QUARRYING,1. PRIVATE COMPANY,1. YES,2701.846436
20116,2022,2. URBAN,14. ADDIS ABABA,82104.0,Health worker,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",1. PRIVATE COMPANY,1. YES,123.582016
20119,2022,2. URBAN,14. ADDIS ABABA,84168.0,Office worker,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Infrustructure integration,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",3. GOVERNMENT,1. YES,123.582016
20120,2022,2. URBAN,14. ADDIS ABABA,176400.0,Health worker,"4. Clerks, Office clerks ",Customs,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",1. PRIVATE COMPANY,1. YES,123.582016
20122,2022,2. URBAN,14. ADDIS ABABA,90447.0,Consultancy,"4. Clerks, Office clerks ",ye mamaler sira sile,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",1. PRIVATE COMPANY,1. YES,123.582016
20123,2022,2. URBAN,14. ADDIS ABABA,9000.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,123.582016
20129,2022,2. URBAN,14. ADDIS ABABA,96180.0,Sales person,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Paints factory,3. MINING AND QUARRYING,1. PRIVATE COMPANY,1. YES,2449.663818
20132,2022,2. URBAN,14. ADDIS ABABA,126300.0,Supervisor,"7. Craft And Related Trades Workers, Extraction and Building Trades Workers",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,1. YES,1750.549194
20136,2022,2. URBAN,14. ADDIS ABABA,18000.0,Household chores,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,14. HEALTH AND SOCIAL WORK,2. PRIVATE INDIVIDUAL,2. NO,1750.549194
20148,2022,2. URBAN,14. ADDIS ABABA,134976.0,Construction work,"7. Craft And Related Trades Workers, Extraction and Building Trades Workers",Road construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",3. GOVERNMENT,1. YES,733.0544434
20157,2022,2. URBAN,14. ADDIS ABABA,102276.0,Construction work,"7. Craft And Related Trades Workers, Extraction and Building Trades Workers",Road construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,1. YES,330.3833923
20160,2022,2. URBAN,14. ADDIS ABABA,34400.0,Secretary,"4. Clerks, Office clerks ",Community Service,13. EDUCATION,3. GOVERNMENT,1. YES,330.3833923
20161,2022,2. URBAN,14. ADDIS ABABA,72000.0,Driver,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Cement Factory,3. MINING AND QUARRYING,1. PRIVATE COMPANY,1. YES,999.861145
20162,2022,2. URBAN,14. ADDIS ABABA,60000.0,Phone operator,"4. Clerks, Office clerks ",Moha soft drinks factory,3. MINING AND QUARRYING,1. PRIVATE COMPANY,1. YES,999.861145
20165,2022,2. URBAN,14. ADDIS ABABA,216000.0,Driver,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,2. NO,770.7977905
20184,2022,2. URBAN,14. ADDIS ABABA,47208.0,Police,10. Army/ Member of the Armed Forces,Police commision,14. HEALTH AND SOCIAL WORK,3. GOVERNMENT,1. YES,1455.540771
20190,2022,2. URBAN,14. ADDIS ABABA,135000.0,Customer Service,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Public service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),1. PRIVATE COMPANY,1. YES,1222.373169
20193,2022,2. URBAN,14. ADDIS ABABA,55308.0,Employee,"4. Clerks, Office clerks ",Service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),1. PRIVATE COMPANY,1. YES,2167.540771
20194,2022,2. URBAN,14. ADDIS ABABA,121800.0,Service,"4. Clerks, Office clerks ",Service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),1. PRIVATE COMPANY,1. YES,2167.540771
20209,2022,2. URBAN,14. ADDIS ABABA,47208.0,Office worker,"4. Clerks, Office clerks ",Secretary service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),3. GOVERNMENT,1. YES,837.6257935
20212,2022,2. URBAN,14. ADDIS ABABA,33600.0,Washing- clothes,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Cleaning,14. HEALTH AND SOCIAL WORK,8. OTHER (SPECIFY),2. NO,938.2589111
20216,2022,2. URBAN,14. ADDIS ABABA,1500.0,Cleaning service,"9. Elementary Occupations, Sales And Services Elementary Occupations",Import/export,14. HEALTH AND SOCIAL WORK,1. PRIVATE COMPANY,2. NO,275.7049561
20219,2022,2. URBAN,14. ADDIS ABABA,15000.0,Factory worker,"1. Legislators, Senior Government Officials and Managers",Construction,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",2. PRIVATE INDIVIDUAL,1. YES,1876.989258
20226,2022,2. URBAN,14. ADDIS ABABA,18000.0,Vegetables sales,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Vegitable retailor,8. HOTELS AND RESTAURANTS/ HOTELS (WITH HOTEL ROOMS); CAMPING SITES AND OTHER PROVISION OF SHORT-STAY ACCOMMODATION,2. PRIVATE INDIVIDUAL,2. NO,1495.504517
20227,2022,2. URBAN,14. ADDIS ABABA,18000.0,Vegetables sales,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Vegitable retailor,8. HOTELS AND RESTAURANTS/ HOTELS (WITH HOTEL ROOMS); CAMPING SITES AND OTHER PROVISION OF SHORT-STAY ACCOMMODATION,2. PRIVATE INDIVIDUAL,2. NO,1495.504517
20229,2022,2. URBAN,14. ADDIS ABABA,60000.0,Teacher,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,120.3323975
20231,2022,2. URBAN,14. ADDIS ABABA,42000.0,Teacher,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,833.3031616
20232,2022,2. URBAN,14. ADDIS ABABA,201600.0,Driver,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,2. NO,833.3031616
20233,2022,2. URBAN,14. ADDIS ABABA,42000.0,Broker,"9. Elementary Occupations, Sales And Services Elementary Occupations",House rent,14. HEALTH AND SOCIAL WORK,2. PRIVATE INDIVIDUAL,2. NO,833.3031616
20236,2022,2. URBAN,14. ADDIS ABABA,24000.0,Construction work,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,3. MINING AND QUARRYING,1. PRIVATE COMPANY,1. YES,833.3031616
20237,2022,2. URBAN,14. ADDIS ABABA,11200.0,Shoe production,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Shoe factory,3. MINING AND QUARRYING,1. PRIVATE COMPANY,1. YES,833.3031616
20239,2022,2. URBAN,14. ADDIS ABABA,33000.0,Teacher,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,130.5165405
20240,2022,2. URBAN,14. ADDIS ABABA,42000.0,Guard,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Airport,7. TRADE (WHOLESALE AND RETAIL TRADE),3. GOVERNMENT,1. YES,130.5165405
20243,2022,2. URBAN,14. ADDIS ABABA,33480.0,Cleaning service,"9. Elementary Occupations, Sales And Services Elementary Occupations",Cleaning,14. HEALTH AND SOCIAL WORK,3. GOVERNMENT,1. YES,1870.182373
20244,2022,2. URBAN,14. ADDIS ABABA,58800.0,Daily laborer,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,1870.182373
20247,2022,2. URBAN,14. ADDIS ABABA,24000.0,Office worker,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Document verification office,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),1. PRIVATE COMPANY,1. YES,2226.040283
20252,2022,2. URBAN,14. ADDIS ABABA,42000.0,Office worker,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Fire and emergency prevention,"5. ELECTRICITY, GAS, STEAM AND HOT WATER SUPPLY",3. GOVERNMENT,1. YES,1012.527039
20253,2022,2. URBAN,14. ADDIS ABABA,18000.0,Waitress,"9. Elementary Occupations, Sales And Services Elementary Occupations",Café and restaurant,17. EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES INCLUDING INTERNATIONAL ORGANIZATIONS AND NGOS,2. PRIVATE INDIVIDUAL,2. NO,1012.527039
20254,2022,2. URBAN,14. ADDIS ABABA,20400.0,Driver assistant,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",3. GOVERNMENT,1. YES,1012.527039
20255,2022,2. URBAN,14. ADDIS ABABA,96000.0,Tailor,"7. Craft And Related Trades Workers, Extraction and Building Trades Workers",Tailor,14. HEALTH AND SOCIAL WORK,2. PRIVATE INDIVIDUAL,2. NO,1668.022095
20258,2022,2. URBAN,14. ADDIS ABABA,96000.0,Construction work,"7. Craft And Related Trades Workers, Extraction and Building Trades Workers",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,2084.544678
20265,2022,2. URBAN,14. ADDIS ABABA,14400.0,Washing- clothes,"9. Elementary Occupations, Sales And Services Elementary Occupations",Cleaning,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,118.8093414
20273,2022,2. URBAN,14. ADDIS ABABA,36000.0,Daily laborer,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,171.3766785
20276,2022,2. URBAN,14. ADDIS ABABA,24000.0,Driver,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,2. NO,2069.866699
20277,2022,2. URBAN,14. ADDIS ABABA,21000.0,Administrator,"4. Clerks, Office clerks ",Hotel,13. EDUCATION,1. PRIVATE COMPANY,1. YES,2069.866699
20278,2022,2. URBAN,14. ADDIS ABABA,72000.0,Mechanic,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Mechanic service,3. MINING AND QUARRYING,1. PRIVATE COMPANY,2. NO,854.1412354
20281,2022,2. URBAN,14. ADDIS ABABA,48000.0,Unskilled work-any,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Biskut factory,14. HEALTH AND SOCIAL WORK,1. PRIVATE COMPANY,1. YES,4872.677246
20290,2022,2. URBAN,14. ADDIS ABABA,26400.0,Unskilled work- forestry,"9. Elementary Occupations, Sales And Services Elementary Occupations",Incense factory,3. MINING AND QUARRYING,1. PRIVATE COMPANY,2. NO,288.5365906
20291,2022,2. URBAN,14. ADDIS ABABA,72000.0,Guard,"9. Elementary Occupations, Sales And Services Elementary Occupations",Food aid NGO,14. HEALTH AND SOCIAL WORK,1. PRIVATE COMPANY,1. YES,2643.057129
20292,2022,2. URBAN,14. ADDIS ABABA,60000.0,Sales person,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Steel industry,3. MINING AND QUARRYING,3. GOVERNMENT,1. YES,2643.057129
20295,2022,2. URBAN,14. ADDIS ABABA,48000.0,Counter,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Tin factory,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,1. YES,124.8855972
20296,2022,2. URBAN,14. ADDIS ABABA,10500.0,Stationary,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Oil production,3. MINING AND QUARRYING,1. PRIVATE COMPANY,2. NO,516.4805908
20299,2022,2. URBAN,14. ADDIS ABABA,240000.0,Manager,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Coffee export,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",1. PRIVATE COMPANY,1. YES,1242.434814
